Iteration, Key Generation Time seconds, Shared Secret Time seconds, AES Encryption Time seconds, Key Generation Time seconds, Shared Secret Time seconds, AES Decryption Time seconds
848,0.003245,0.010634,0.000068,0.003245,0.010634,0.000025
849,0.003175,0.010234,0.000069,0.003175,0.010234,0.000025
850,0.003105,0.010179,0.000046,0.003105,0.010179,0.000024
851,0.003098,0.010395,0.000049,0.003098,0.010395,0.000023
852,0.003180,0.010628,0.000155,0.003180,0.010628,0.000029
853,0.002585,0.009588,0.000047,0.002585,0.009588,0.000021
854,0.002733,0.009428,0.000043,0.002733,0.009428,0.000023
855,0.002880,0.009572,0.000044,0.002880,0.009572,0.000023
856,0.002965,0.009724,0.000058,0.002965,0.009724,0.000024
857,0.003010,0.010231,0.000050,0.003010,0.010231,0.000024
858,0.003006,0.010322,0.000045,0.003006,0.010322,0.000022
859,0.003002,0.010144,0.000045,0.003002,0.010144,0.000026
860,0.003050,0.010112,0.000047,0.003050,0.010112,0.000023
861,0.002970,0.009923,0.000054,0.002970,0.009923,0.000024
862,0.002971,0.009780,0.000089,0.002971,0.009780,0.000022
863,0.002946,0.010075,0.000116,0.002946,0.010075,0.000023
864,0.002946,0.009834,0.000053,0.002946,0.009834,0.000024
865,0.003008,0.010082,0.000054,0.003008,0.010082,0.000027
866,0.003284,0.012724,0.000068,0.003284,0.012724,0.000026
867,0.003092,0.010148,0.000051,0.003092,0.010148,0.000027
868,0.003053,0.010520,0.000046,0.003053,0.010520,0.000024
869,0.003159,0.010124,0.000048,0.003159,0.010124,0.000028
870,0.003045,0.010319,0.000046,0.003045,0.010319,0.000023
871,0.003079,0.010071,0.000058,0.003079,0.010071,0.000024
872,0.003047,0.009897,0.000046,0.003047,0.009897,0.000025
873,0.003132,0.010079,0.000061,0.003132,0.010079,0.000025
874,0.003080,0.010234,0.000045,0.003080,0.010234,0.000025
875,0.003085,0.010436,0.000047,0.003085,0.010436,0.000025
876,0.003235,0.010677,0.000054,0.003235,0.010677,0.000025
877,0.003183,0.010700,0.000050,0.003183,0.010700,0.000025
878,0.003220,0.010097,0.000054,0.003220,0.010097,0.000026
879,0.003122,0.010542,0.000049,0.003122,0.010542,0.000025
880,0.003252,0.031495,0.000069,0.003252,0.031495,0.000027
881,0.002869,0.009820,0.000045,0.002869,0.009820,0.000022
882,0.003024,0.010007,0.000044,0.003024,0.010007,0.000025
883,0.003121,0.010048,0.000047,0.003121,0.010048,0.000024
884,0.003099,0.010059,0.000048,0.003099,0.010059,0.000026
885,0.003064,0.010288,0.000048,0.003064,0.010288,0.000025
886,0.003213,0.010389,0.000049,0.003213,0.010389,0.000025
887,0.003162,0.010670,0.000048,0.003162,0.010670,0.000025
888,0.003424,0.010648,0.000073,0.003424,0.010648,0.000031
889,0.003261,0.011041,0.000060,0.003261,0.011041,0.000028
890,0.003225,0.010599,0.000054,0.003225,0.010599,0.000028
891,0.003190,0.010504,0.000051,0.003190,0.010504,0.000024
892,0.003174,0.010753,0.000048,0.003174,0.010753,0.000025
893,0.003230,0.010595,0.000046,0.003230,0.010595,0.000042
894,0.003114,0.010457,0.000065,0.003114,0.010457,0.000026
895,0.003123,0.010557,0.000068,0.003123,0.010557,0.000024
896,0.003059,0.010305,0.000045,0.003059,0.010305,0.000024
897,0.003103,0.010241,0.000050,0.003103,0.010241,0.000025
898,0.003088,0.010378,0.000057,0.003088,0.010378,0.000023
899,0.003127,0.010195,0.000065,0.003127,0.010195,0.000024
900,0.003089,0.009959,0.000048,0.003089,0.009959,0.000025
901,0.003016,0.010342,0.000054,0.003016,0.010342,0.000023
902,0.002973,0.009898,0.000062,0.002973,0.009898,0.000026
903,0.003022,0.010198,0.000046,0.003022,0.010198,0.000027
904,0.002920,0.010019,0.000042,0.002920,0.010019,0.000026
905,0.002944,0.009805,0.000055,0.002944,0.009805,0.000023
906,0.002933,0.009925,0.000058,0.002933,0.009925,0.000025
907,0.002662,0.028420,0.000060,0.002662,0.028420,0.000026
908,0.002705,0.009390,0.000045,0.002705,0.009390,0.000023
909,0.002793,0.009619,0.000043,0.002793,0.009619,0.000035
910,0.002943,0.009544,0.000043,0.002943,0.009544,0.000027
911,0.003030,0.010342,0.000059,0.003030,0.010342,0.000029
912,0.002980,0.010794,0.000054,0.002980,0.010794,0.000031
913,0.003456,0.010603,0.000054,0.003456,0.010603,0.000026
914,0.003258,0.010438,0.000062,0.003258,0.010438,0.000029
915,0.003076,0.009906,0.000052,0.003076,0.009906,0.000026
916,0.002892,0.009806,0.000051,0.002892,0.009806,0.000023
917,0.003046,0.009977,0.000046,0.003046,0.009977,0.000025
918,0.003073,0.010305,0.000053,0.003073,0.010305,0.000027
919,0.003210,0.010326,0.000045,0.003210,0.010326,0.000025
920,0.003119,0.010065,0.000048,0.003119,0.010065,0.000024
921,0.003164,0.010186,0.000058,0.003164,0.010186,0.000026
922,0.003133,0.010344,0.000050,0.003133,0.010344,0.000027
923,0.003103,0.010176,0.000045,0.003103,0.010176,0.000025
924,0.003166,0.010055,0.000047,0.003166,0.010055,0.000026
925,0.003142,0.010379,0.000053,0.003142,0.010379,0.000024
926,0.003156,0.010314,0.000048,0.003156,0.010314,0.000025
927,0.003134,0.010201,0.000050,0.003134,0.010201,0.000025
928,0.003148,0.010484,0.000049,0.003148,0.010484,0.000028
929,0.003223,0.010489,0.000070,0.003223,0.010489,0.000025
930,0.003135,0.010590,0.000046,0.003135,0.010590,0.000025
931,0.003364,0.011100,0.000052,0.003364,0.011100,0.000026
932,0.003346,0.011048,0.000048,0.003346,0.011048,0.000026
933,0.003536,0.010882,0.000052,0.003536,0.010882,0.000027
934,0.003145,0.010398,0.000056,0.003145,0.010398,0.000027
935,0.003146,0.010740,0.000064,0.003146,0.010740,0.000028
936,0.003348,0.010857,0.000256,0.003348,0.010857,0.000037
937,0.003033,0.009403,0.000054,0.003033,0.009403,0.000023
938,0.002800,0.009364,0.000060,0.002800,0.009364,0.000023
939,0.002726,0.009200,0.000052,0.002726,0.009200,0.000025
940,0.002865,0.009429,0.000048,0.002865,0.009429,0.000026
941,0.002892,0.009756,0.000051,0.002892,0.009756,0.000024
942,0.002977,0.010209,0.000048,0.002977,0.010209,0.000023
943,0.003135,0.010073,0.000048,0.003135,0.010073,0.000024
944,0.003149,0.010141,0.000045,0.003149,0.010141,0.000025
945,0.003162,0.010051,0.000051,0.003162,0.010051,0.000026
946,0.003187,0.010596,0.000055,0.003187,0.010596,0.000025
947,0.003177,0.010491,0.000051,0.003177,0.010491,0.000026
948,0.003133,0.010741,0.000049,0.003133,0.010741,0.000027
949,0.003207,0.010532,0.000064,0.003207,0.010532,0.000024
950,0.003194,0.010561,0.000048,0.003194,0.010561,0.000025
951,0.003244,0.010724,0.000055,0.003244,0.010724,0.000027
952,0.003148,0.010768,0.000048,0.003148,0.010768,0.000024
953,0.003217,0.010657,0.000054,0.003217,0.010657,0.000026
954,0.003173,0.010905,0.000051,0.003173,0.010905,0.000027
955,0.003150,0.010610,0.000048,0.003150,0.010610,0.000023
956,0.003158,0.010350,0.000045,0.003158,0.010350,0.000028
957,0.004550,0.012503,0.000053,0.004550,0.012503,0.000025
958,0.003411,0.010264,0.000055,0.003411,0.010264,0.000027
959,0.003213,0.010613,0.000062,0.003213,0.010613,0.000026
960,0.003140,0.010706,0.000048,0.003140,0.010706,0.000025
961,0.003318,0.010313,0.000049,0.003318,0.010313,0.000027
962,0.003083,0.010081,0.000045,0.003083,0.010081,0.000023
963,0.003034,0.010307,0.000049,0.003034,0.010307,0.000025
964,0.003181,0.029474,0.000057,0.003181,0.029474,0.000023
965,0.003287,0.009684,0.000065,0.003287,0.009684,0.000024
966,0.002921,0.009591,0.000048,0.002921,0.009591,0.000024
967,0.002646,0.009217,0.000043,0.002646,0.009217,0.000022
968,0.002750,0.009140,0.000043,0.002750,0.009140,0.000021
969,0.002822,0.009340,0.000052,0.002822,0.009340,0.000022
970,0.002852,0.009641,0.000048,0.002852,0.009641,0.000023
971,0.002811,0.009663,0.000071,0.002811,0.009663,0.000023
972,0.002896,0.009748,0.000048,0.002896,0.009748,0.000023
973,0.003003,0.009950,0.000046,0.003003,0.009950,0.000026
974,0.002928,0.009749,0.000050,0.002928,0.009749,0.000024
975,0.002989,0.009809,0.000051,0.002989,0.009809,0.000023
976,0.003168,0.010278,0.000045,0.003168,0.010278,0.000022
977,0.003125,0.010610,0.000045,0.003125,0.010610,0.000025
978,0.003162,0.010163,0.000090,0.003162,0.010163,0.000025
979,0.003120,0.010265,0.000147,0.003120,0.010265,0.000028
980,0.003550,0.011363,0.000083,0.003550,0.011363,0.000025
981,0.003180,0.010274,0.000055,0.003180,0.010274,0.000025
982,0.003008,0.010067,0.000049,0.003008,0.010067,0.000025
983,0.002983,0.010056,0.000053,0.002983,0.010056,0.000025
984,0.003017,0.009921,0.000049,0.003017,0.009921,0.000024
985,0.003153,0.010365,0.000048,0.003153,0.010365,0.000025
986,0.003143,0.010376,0.000048,0.003143,0.010376,0.000024
987,0.003072,0.010091,0.000057,0.003072,0.010091,0.000023
988,0.003136,0.009777,0.001079,0.003136,0.009777,0.000034
989,0.003230,0.012628,0.000056,0.003230,0.012628,0.000025
990,0.002875,0.009895,0.000048,0.002875,0.009895,0.000025
991,0.002918,0.010726,0.000068,0.002918,0.010726,0.000024
992,0.003010,0.011031,0.000062,0.003010,0.011031,0.000032
993,0.002953,0.010122,0.000063,0.002953,0.010122,0.000028
994,0.002747,0.010513,0.000056,0.002747,0.010513,0.000027
995,0.002700,0.009828,0.000056,0.002700,0.009828,0.000031
996,0.002617,0.009818,0.000056,0.002617,0.009818,0.000029
997,0.002718,0.009774,0.000058,0.002718,0.009774,0.000029
998,0.002759,0.009447,0.000071,0.002759,0.009447,0.000026
999,0.002773,0.009623,0.000053,0.002773,0.009623,0.000027
1000,0.002888,0.009413,0.000053,0.002888,0.009413,0.000026
